seed_rank_within_source,source,role,item_id,stratum,direction,claim_sha,claim,evidence
285,fever,active,g24a_fever_155484,fever/SUPPORTS,increase,78320fdd402f,Guns N' Roses is a hard rock band.,"Guns N' Roses, often abbreviated as GnR, is an American hard rock band from Los Angeles formed in 1985."
286,fever,active,g24a_fever_84970,fever/SUPPORTS,increase,a3d5f8386847,Shane Black directed The Nice Guys.,The Nice Guys is a 2016 American neo-noir action comedy film directed by Shane Black and written by Black and Anthony Bagarozzi.
287,fever,active,g24a_fever_38029,fever/SUPPORTS,increase,eb9d54a1e46a,Viola Davis appeared in a television series.,"She played supporting and minor roles in several films and television series in the late 1990s and early 2000s, including the films Kate & Leopold (2001) and Far from Heaven (2002), and the television series Law & Order: Special Victims Unit."
288,fever,active,g24a_fever_120704,fever/REFUTES,decrease,22aee3641f33,Ron Weasley is a member of Hufflepuff house.,"Along with Harry and Hermione, he is a member of the Gryffindor house."
289,fever,active,g24a_fever_215224,fever/REFUTES,decrease,228070b8488e,Dreamer (2005 film) is a Canadian sports film.,Dreamer is a 2005 American sports drama film written and directed by John Gatins in his directorial debut.
290,fever,active,g24a_fever_109293,fever/REFUTES,decrease,f5c11b7ece11,Jack Falahee died in 1989.,"Jack Ryan Falahee (born February 20, 1989) is an American actor."
291,fever,active,g24a_fever_78683,fever/SUPPORTS,increase,f194cc3aaf48,Underdog was directed by Frederik Du Chau.,"Underdog is a 2007 American family superhero comedy film based on the 1960s cartoon series of the same name. Directed by Frederik Du Chau and written by Joe Piscatella, Adam Rifkin, and Craig A. Williams, the film stars Jim Belushi, Peter Dinklage, John Slattery, and Patrick Warburton with the voice talents of Jason Lee, Amy Adams, and Brad Garrett."
292,fever,active,g24a_fever_160060,fever/SUPPORTS,increase,0c5a4fbfcaa9,Levoamphetamine increases wakefulness.,"Levoamphetamine, also known as levamfetamine (INN), (R) - amphetamine, - amphetamine, and L-amphetamine, is a central nervous system (CNS) stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue."
293,fever,active,g24a_fever_134908,fever/REFUTES,decrease,a0a3c80bac49,"Phoenix, Arizona is a southwestern U.S. state.",Phoenix ([ˈfiːnᵻks]) is the capital and most populous city of the U.S. state of Arizona.
294,fever,active,g24a_fever_222174,fever/REFUTES,decrease,109b8030580c,Rehab was unqualified to win Best Contemporary Song.,It also won an Ivor Novello Award for Best Contemporary Song.
295,fever,active,g24a_fever_101322,fever/REFUTES,decrease,1a7a86953e86,100 percent of the University of Mississippi students are minorities.,"About 55 percent of its undergraduates and 60 percent overall come from Mississippi, and 23 percent are minorities; international students come from 90 nations."
296,fever,active,g24a_fever_225802,fever/SUPPORTS,increase,ca76aef6f82f,Chinatown is a film from the United States.,"Chinatown is a 1974 American neo-noir mystery film, directed by Roman Polanski from a screenplay by Robert Towne, starring Jack Nicholson and Faye Dunaway."
297,fever,active,g24a_fever_89681,fever/REFUTES,decrease,e27f8183d633,Elizabeth of York wouldn't marry the king.,"As the wife of Henry VII, she was the first Tudor queen."
298,fever,active,g24a_fever_52582,fever/REFUTES,decrease,ab94beb85d11,60 percent of the University of Mississippi's popularity comes from TV.,"About 55 percent of its undergraduates and 60 percent overall come from Mississippi, and 23 percent are minorities; international students come from 90 nations."
299,fever,active,g24a_fever_195208,fever/SUPPORTS,increase,9dce060fbee5,Kevin Bacon was in a 2004 film.,"Bacon is also known for taking on darker roles such as that of a sadistic guard in Sleepers and troubled former child abuser in a critically acclaimed performance in The Woodsman. The Woodsman is a 2004 drama film directed and co-written (with Steven Fechter) by Nicole Kassell, based on Fechter's play of the same name."
300,fever,active,g24a_fever_160814,fever/SUPPORTS,increase,e3d4db999669,Juventus Stadium in Turin is the home stadium for Juventus F.C.,"The club is the second oldest of its kind still active in the country after Genoa's football section (1893), has traditionally worn a black and white striped home kit since 1903 and has played its home matches in several grounds, being the latest the 41,507-capacity Juventus Stadium. Juventus Stadium, sometimes simply known in Italy as the Stadium, is an all-seater football stadium in the Vallette borough of Turin, Italy, and the home of Serie A club Juventus Football Club."
301,fever,active,g24a_fever_74188,fever/REFUTES,decrease,fb630e354b43,Morgan Fairchild only acts as background characters.,"In 1978, she appeared on the primetime soap opera Dallas as the first actress to portray Jenna Wade, before taking a lead role on the NBC series Flamingo Road in 1980 (for which she was nominated for a Golden Globe Award for Best Actress -- Television Series Drama)."
302,fever,active,g24a_fever_116715,fever/SUPPORTS,increase,be04f2fd133c,There is a spirit named Absinthe.,"It is an anise-flavoured spirit derived from botanicals, including the flowers and leaves of Artemisia absinthium (""grand wormwood""), together with green anise, sweet fennel, and other medicinal and culinary herbs."
303,fever,active,g24a_fever_47267,fever/REFUTES,decrease,5909eb7fa252,Benzodiazepines are always safe.,High doses of many shorter-acting benzodiazepines may also cause anterograde amnesia and dissociation.
304,fever,active,g24a_fever_99060,fever/REFUTES,decrease,1a1bd647420b,You Belong with Me isn't a song.,"""You Belong with Me"" is a song performed by American singer-songwriter Taylor Swift."
305,fever,active,g24a_fever_61695,fever/REFUTES,decrease,3ef698c093ee,Dev Patel did not star in The Last Airbender.,"Patel went on to star in the highly successful romantic comedy The Best Exotic Marigold Hotel (2012) and its 2015 sequel, the fantasy film The Last Airbender (2010), and the science fiction film Chappie (2015)."
306,fever,active,g24a_fever_58175,fever/SUPPORTS,increase,b18a4a59fe18,There is a mental disorder called Dissociative identity disorder.,"Dissociative identity disorder (DID), also known as multiple personality disorder (MPD), is a mental disorder characterized by at least two distinct and relatively enduring identities or dissociated personality states."
307,fever,active,g24a_fever_121238,fever/REFUTES,decrease,a289855d25fc,The heart beats at a resting rate close to 52 beats per minute.,The heart beats at a resting rate close to 72 beats per minute.
308,fever,active,g24a_fever_80075,fever/SUPPORTS,increase,4600733bd5e3,The Columbia River undergoes drainage.,"Its drainage basin is roughly the size of France and extends into seven US states and a Canadian province. A drainage basin or catchment area is any area of land where precipitation collects and drains off into a common outlet, such as into a river, bay, or other body of water."
309,fever,active,g24a_fever_168064,fever/SUPPORTS,increase,d97e7d1624c5,Larry Wilmore is a man.,He serves as an executive producer for the ABC television series Black-ish.
310,fever,active,g24a_fever_97886,fever/REFUTES,decrease,c4d81a46a235,Penguin Books is a whore house.,Penguin Books is a British publishing house.
311,fever,active,g24a_fever_175462,fever/REFUTES,decrease,311242949b26,"In 1978, Christian Gottlob Neefe was born.",Christian Gottlob Neefe ([ˈneːfə]; 5 February 1748 -- 28 January 1798) was a German opera composer and conductor.
312,fever,active,g24a_fever_146361,fever/SUPPORTS,increase,0f0df2b6d3a8,Sarah Hyland is from North America.,"Sarah Jane Hyland (born November 24, 1990) is an American actress."
313,fever,active,g24a_fever_156128,fever/SUPPORTS,increase,970054cb1163,Richard Dawson was a presenter of game shows in the United States.,"Richard Dawson (born Colin Lionel Emm; 20 November 1932 -- 2 June 2012) was a British-American actor and comedian, and a game show host and panellist in the United States."
314,fever,active,g24a_fever_146639,fever/SUPPORTS,increase,a7d7c10b29d9,"In 2003, Eva Green debuted in film.",She started her career in theatre before making her film debut in 2003 in Bernardo Bertolucci's film The Dreamers.
315,fever,active,g24a_fever_207669,fever/SUPPORTS,increase,62d8ed6ae699,Andrew Carnegie has a 1889 article proclaiming ``The Gospel of Wealth''.,"His 1889 article proclaiming ""The Gospel of Wealth"" called on the rich to use their wealth to improve society, and it stimulated a wave of philanthropy."
316,fever,active,g24a_fever_95518,fever/REFUTES,decrease,a20605c58761,Mandy Moore is not an actress.,"Amanda Leigh Moore (born April 10, 1984) is an American singer-songwriter and actress."
317,fever,active,g24a_fever_69798,fever/REFUTES,decrease,273e97ddae47,Adobe Photoshop is incapable of being a software.,"In June 2013, with the introduction of Creative Cloud branding, Photoshop's licensing scheme was changed to that of software as a service rental model and the ""CS"" suffixes were replaced with ""CC""."
318,fever,active,g24a_fever_178167,fever/SUPPORTS,increase,d34b192ef37d,The World Trade Center was destroyed in September.,"On the morning of September 11, 2001, Al-Qaeda-affiliated hijackers flew two Boeing 767 jets into the North and South Towers within minutes of each other; two hours later, both had collapsed."
319,fever,active,g24a_fever_66059,fever/SUPPORTS,increase,eb5188379891,Johnny Van Zant still performs with a band.,"John Roy ""Johnny"" Van Zant (born February 27, 1959) is an American musician and the current lead vocalist of Southern rock band Lynyrd Skynyrd."
320,fever,active,g24a_fever_29861,fever/SUPPORTS,increase,d95ccfe2c932,Awkward Black Girl was created by Issa Rae.,The Mis-Adventures of Awkward Black Girl (often simply referred to as Awkward Black Girl) is an American comedy web series created by and starring Issa Rae.
321,fever,active,g24a_fever_41810,fever/REFUTES,decrease,5d6a9e09a6a0,"Prescott, Arizona is a county.","Prescott ([ˈprɛskət]; ʼWi: kwatha Ksikʼita) is a city in Yavapai County, Arizona, United States."
322,fever,active,g24a_fever_2150,fever/SUPPORTS,increase,b45ae5ab9670,One True Thing is an American film.,One True Thing is a 1998 American drama film directed by Carl Franklin.
323,fever,active,g24a_fever_169011,fever/SUPPORTS,increase,2b0fc2d1e446,"After Jawaharlal Nehru, Manmohan Singh was a prime minister.",Manmohan Singh ([mənˈmoːɦən ˈsɪ́ŋɡ]; born 26 September 1932) is an Indian economist and politician who served as the Prime Minister of India from 2004 to 2014.
324,fever,active,g24a_fever_39612,fever/SUPPORTS,increase,c7d7fe0283c2,Proponents of globalism tend to advocate for changing economic policy.,"It tends to advocate for such policies as increases in immigration, free trade, lowering tariffs, interventionism and global governance."
325,fever,active,g24a_fever_40528,fever/REFUTES,decrease,aea023f1ea17,SpongeBob SquarePants is not a series.,SpongeBob SquarePants is an American animated television series created by marine biologist and animator Stephen Hillenburg for Nickelodeon.
326,fever,active,g24a_fever_56182,fever/SUPPORTS,increase,f7707724839f,Harold Macmillan died in 1986.,"Maurice Harold Macmillan, 1st Earl of Stockton, (10 February 1894 -- 29 December 1986) was a British Conservative politician and statesman who served as the Prime Minister of the United Kingdom from 10 January 1957 to 19 October 1963."
